"customer_state","customer_city","qtd_clientes","rank_cidade"
"MT","claudia","4","20"
"MT","salto do ceu","4","20"
"MT","chapada dos guimaraes","4","20"
"MT","rio branco","4","20"
"MT","cocalinho","4","20"
"MT","nova bandeirantes","4","20"
"MT","peixoto de azevedo","4","20"
"MT","araputanga","4","20"
"MT","paranaita","4","20"
"MT","pedra preta","4","20"
"MT","barra do bugres","4","20"
"MT","vera","3","21"
"MT","alto taquari","3","21"
"MT","juruena","3","21"
"MT","dom aquino","3","21"
"MT","novo sao joaquim","3","21"
"MT","jaciara","3","21"
"MT","vila rica","3","21"
"MT","nova canaa do norte","3","21"
"MT","castanheira","3","21"
"MT","campinapolis","3","21"
"MT","terra nova do norte","3","21"
"MT","colniza","3","21"
"MT","nova monte verde","3","21"
"MT","sao jose dos quatro marcos","2","22"
"MT","ribeiraozinho","2","22"
"MT","poxoreu","2","22"
"MT","tabapora","2","22"
"MT","figueiropolis d'oeste","2","22"
"MT","denise","2","22"
"MT","nova olimpia","2","22"
"MT","sao jose do rio claro","2","22"
"MT","gaucha do norte","2","22"
"MT","arenapolis","2","22"
"MT","paranatinga","2","22"
"MT","cotriguacu","2","22"
"MT","alto garcas","2","22"
"MT","juscimeira","2","22"
"MT","porto esperidiao","2","22"
"MT","reserva do cabacal","2","22"
"MT","carlinda","2","22"
"MT","uniao do sul","1","23"
"MT","conquista d'oeste","1","23"
"MT","apiacas","1","23"
"MT","itiquira","1","23"
"MT","nortelandia","1","23"
"MT","porto dos gauchos","1","23"
"MT","itanhanga","1","23"
"MT","nova guarita","1","23"
"MT","tapurah","1","23"
"MT","santo antonio do leverger","1","23"
"MT","bom jesus do araguaia","1","23"
"MT","ipiranga do norte","1","23"
"MT","curvelandia","1","23"
"MT","nova ubirata","1","23"
"MT","nobres","1","23"
"MT","sao jose do xingu","1","23"
"MT","vila bela da santissima trindade","1","23"
"MT","ribeirao cascalheira","1","23"
"MT","novo mundo","1","23"
"MT","porto alegre do norte","1","23"
"MT","santo antonio do leste","1","23"
"MT","nova lacerda","1","23"
"MT","porto estrela","1","23"
"MT","feliz natal","1","23"
"MT","sao felix do araguaia","1","23"
"PA","belem","443","1"
"PA","ananindeua","88","2"
"PA","santarem","44","3"
"PA","parauapebas","27","4"
"PA","altamira","25","5"
"PA","castanhal","22","6"
"PA","maraba","22","6"
"PA","paragominas","19","7"
"PA","tucurui","17","8"
"PA","marituba","15","9"
"PA","redencao","13","10"
"PA","abaetetuba","11","11"
"PA","rondon do para","9","12"
"PA","braganca","9","12"
"PA","xinguara","9","12"
"PA","canaa dos carajas","9","12"
"PA","sao felix do xingu","8","13"
"PA","conceicao do araguaia","7","14"
"PA","barcarena","6","15"
"PA","uruara","6","15"
"PA","jacunda","6","15"
"PA","santa isabel do para","6","15"
"PA","pacaja","6","15"
"PA","quatro bocas","5","16"
"PA","capanema","5","16"
"PA","dom eliseu","5","16"
"PA","ourilandia do norte","5","16"
"PA","sao miguel do guama","5","16"
"PA","novo progresso","5","16"
"PA","carajas","4","17"
"PA","vila dos cabanos","4","17"
"PA","moju","4","17"
"PA","cameta","4","17"
"PA","tucuma","4","17"
"PA","tailandia","4","17"
"PA","vigia","3","18"
"PA","goianesia do para","3","18"
"PA","curuca","3","18"
"PA","rio maria","3","18"
"PA","concordia do para","3","18"
"PA","capitao poco","3","18"
"PA","garrafao do norte","3","18"
"PA","brasil novo","3","18"
"PA","santana do araguaia","3","18"
"PA","breu branco","3","18"
"PA","bom jesus do tocantins","3","18"
"PA","hidreletrica tucurui","3","18"
"PA","augusto correa","3","18"
"PA","itaituba","3","18"
"PA","sao sebastiao da boa vista","2","19"
"PA","benevides","2","19"
"PA","bonito","2","19"
"PA","mojui dos campos","2","19"
"PA","mae do rio","2","19"
"PA","placas","2","19"
"PA","sao joao de pirabas","2","19"
"PA","ipixuna do para","2","19"
"PA","oeiras do para","2","19"
"PA","porto trombetas","2","19"
"PA","santa maria do para","2","19"
"PA","novo repartimento","2","19"
"PA","mocajuba","1","20"
"PA","nova timboteua","1","20"
"PA","floresta do araguaia","1","20"
"PA","igarape-miri","1","20"
"PA","curralinho","1","20"
"PA","picarra","1","20"
"PA","aurora do para","1","20"
"PA","santa barbara do para","1","20"
"PA","igarape-acu","1","20"
"PA","viseu","1","20"
"PA","tracuateua","1","20"
"PA","murucupi","1","20"
"PA","ulianopolis","1","20"
"PA","monte alegre","1","20"
"PA","santo antonio do taua","1","20"
"PA","ourem","1","20"
"PA","senador jose porfirio","1","20"
"PA","breves","1","20"
"PA","pau d'arco","1","20"
"PA","jacareacanga","1","20"
"PA","medicilandia","1","20"
"PA","sao domingos do araguaia","1","20"
"PA","nova esperanca do piria","1","20"
"PA","morada nova","1","20"
"PA","nova ipixuna","1","20"
"PA","tome-acu","1","20"
"PA","itupiranga","1","20"
"PA","juruti","1","20"
"PB","joao pessoa","256","1"
"PB","campina grande","68","2"
"PB","patos","16","3"
"PB","cajazeiras","12","4"
"PB","guarabira","10","5"
"PB","sousa","7","6"
"PB","santa rita","7","6"
"PB","cabedelo","7","6"
"PB","bayeux","7","6"
"PB","catole do rocha","6","7"
"PB","esperanca","6","7"
"PB","pombal","6","7"
"PB","mamanguape","6","7"
"PB","santa luzia","5","8"
"PB","queimadas","5","8"
"PB","bananeiras","5","8"
"PB","cuite","4","9"
"PB","pocinhos","3","10"
"PB","soledade","3","10"
"PB","imaculada","3","10"
"PB","sao bento","3","10"
"PB","coremas","3","10"
"PB","sume","3","10"
"PB","mari","3","10"
"PB","alagoinha","2","11"
"PB","agua branca","2","11"
"PB","picui","2","11"
"PB","frei martinho","2","11"
"PB","sape","2","11"
"PB","itaporanga","2","11"
"PB","alhandra","2","11"
"PB","conceicao","2","11"
"PB","cubati","2","11"
"PB","pedras de fogo","2","11"
"PB","barra de santa rosa","2","11"
"PB","junco do serido","2","11"
"PB","rio tinto","2","11"
"PB","areia","2","11"
"PB","paulista","1","12"
"PB","desterro","1","12"
"PB","pitimbu","1","12"
"PB","santo andre","1","12"
"PB","mae d'agua","1","12"
"PB","brejo dos santos","1","12"
"PB","alagoa nova","1","12"
"PB","sao jose dos cordeiros","1","12"
"PB","prata","1","12"
"PB","princesa isabel","1","12"
"PB","riacho de santo antonio","1","12"
"PB","manaira","1","12"
"PB","jacarau","1","12"
"PB","livramento","1","12"
"PB","remigio","1","12"
"PB","passagem","1","12"
"PB","puxinana","1","12"
"PB","alagoa grande","1","12"
"PB","solanea","1","12"
"PB","inga","1","12"
"PB","pirpirituba","1","12"
"PB","ibiara","1","12"
"PB","belem","1","12"
"PB","areial","1","12"
"PB","brejo do cruz","1","12"
"PB","triunfo","1","12"
"PB","sao francisco","1","12"
"PB","araruna","1","12"
"PB","juripiranga","1","12"
"PB","arara","1","12"
"PB","caldas brandao","1","12"
"PB","aroeiras","1","12"
"PB","lagoa","1","12"
"PB","sao bentinho","1","12"
"PB","uirauna","1","12"
"PB","varzea","1","12"
"PB","assuncao","1","12"
"PB","curral de cima","1","12"
"PB","pianco","1","12"
"PB","nova floresta","1","12"
"PB","sao mamede","1","12"
"PB","lucena","1","12"
"PB","santa cecilia","1","12"
"PB","pilar","1","12"
"PB","pedra lavrada","1","12"
"PB","pitanga de estrada","1","12"
"PB","serra branca","1","12"
"PB","fagundes","1","12"
"PB","montadas","1","12"
"PB","bonito de santa fe","1","12"
"PB","teixeira","1","12"
"PB","jerico","1","12"
"PB","pedra branca","1","12"
"PB","juru","1","12"
"PE","recife","613","1"
"PE","jaboatao dos guararapes","135","2"
"PE","olinda","93","3"
"PE","petrolina","65","4"
"PE","caruaru","64","5"
"PE","paulista","41","6"
"PE","camaragibe","35","7"
"PE","garanhuns","31","8"
"PE","cabo de santo agostinho","21","9"
"PE","salgueiro","17","10"
"PE","ipojuca","17","10"
"PE","vitoria de santo antao","15","11"
"PE","igarassu","13","12"
"PE","santa cruz do capibaribe","13","12"
"PE","sao lourenco da mata","12","13"
"PE","araripina","12","13"
"PE","belo jardim","12","13"
"PE","abreu e lima","11","14"
"PE","bezerros","11","14"
"PE","gravata","11","14"
"PE","carpina","10","15"
"PE","petrolandia","10","15"
"PE","serra talhada","10","15"
"PE","escada","10","15"
"PE","pesqueira","9","16"
"PE","palmares","9","16"
"PE","goiana","9","16"
"PE","afogados da ingazeira","8","17"
"PE","ouricuri","8","17"
"PE","bom conselho","7","18"
"PE","taquaritinga do norte","7","18"
"PE","lajedo","7","18"
"PE","limoeiro","7","18"
"PE","timbauba","7","18"
"PE","catende","7","18"
"PE","barreiros","6","19"
"PE","floresta","6","19"
"PE","aguas belas","6","19"
"PE","cabrobo","6","19"
"PE","sirinhaem","5","20"
"PE","moreno","5","20"
"PE","custodia","5","20"
"PE","toritama","5","20"
"PE","feira nova","5","20"
"PE","sao bento do una","5","20"
"PE","tabira","5","20"
"PE","bonito","5","20"
"PE","surubim","5","20"
"PE","arcoverde","5","20"
"PE","sertania","4","21"
"PE","parnamirim","4","21"
"PE","ilha de itamaraca","4","21"
"PE","itambe","4","21"
"PE","trindade","4","21"
"PE","condado","4","21"
"PE","jatoba","4","21"
"PE","joaquim nabuco","4","21"
"PE","sao jose do egito","4","21"
"PE","ribeirao","4","21"
"PE","lagoa grande","4","21"
"PE","brejo da madre de deus","4","21"
"PE","gameleira","4","21"
"PE","camutanga","3","22"
"PE","joao alfredo","3","22"
"PE","oroco","3","22"
"PE","ipubi","3","22"
"PE","tuparetama","3","22"
"PE","lagoa dos gatos","3","22"
"PE","saloa","3","22"
"PE","jaqueira","3","22"
"PE","iati","3","22"
"PE","mirandiba","3","22"
"PE","pedra","3","22"
"PE","ibimirim","3","22"
"PE","sanharo","3","22"
"PE","itapissuma","3","22"
"PE","bom jardim","2","23"
"PE","riacho das almas","2","23"
"PE","jupi","2","23"
"PE","inaja","2","23"
"PE","tracunhaem","2","23"
"PE","santa cruz","2","23"
"PE","canhotinho","2","23"
"PE","sao jose do belmonte","2","23"
"PE","nossa senhora do o","2","23"
"PE","rio formoso","2","23"
"PE","bodoco","2","23"
"PE","cumaru","2","23"
"PE","vicencia","2","23"
"PE","belem do sao francisco","2","23"
"PE","lagoa do ouro","2","23"
"PE","altinho","2","23"
"PE","triunfo","2","23"
"PE","buenos aires","2","23"
"PE","itapetim","2","23"
"PE","jatauba","2","23"
"PE","lagoa do carro","2","23"
"PE","camocim de sao felix","2","23"
"PE","barra de guabiraba","2","23"
"PE","tacaratu","2","23"
"PE","dormentes","2","23"
"PE","gloria do goita","2","23"
"PE","aracoiaba","2","23"
"PE","sao jose da coroa grande","2","23"
"PE","paudalho","2","23"
"PE","panelas","2","23"
"PE","macaparana","2","23"
"PE","venturosa","2","23"
"PE","caraiba","2","23"
"PE","amaraji","2","23"
"PE","santa maria da boa vista","2","23"
"PE","serrita","2","23"
"PE","afranio","2","23"
"PE","moreilandia","2","23"
"PE","cortes","2","23"
"PE","sao vicente ferrer","2","23"
"PE","itaquitinga","2","23"
"PE","sao domingos","1","24"
"PE","cupira","1","24"
"PE","flores","1","24"
"PE","buique","1","24"
"PE","orobo","1","24"
"PE","capoeiras","1","24"
"PE","sao benedito do sul","1","24"
"PE","nazare da mata","1","24"
"PE","caetes","1","24"
"PE","pocao","1","24"
"PE","ferreiros","1","24"
"PE","machados","1","24"
"PE","jurema","1","24"
"PE","tamandare","1","24"
"PE","sao joaquim do monte","1","24"
"PE","xexeu","1","24"
"PE","terezinha","1","24"
"PE","santo antonio das queimadas","1","24"
"PE","cha grande","1","24"
"PE","agua preta","1","24"
"PE","santa filomena","1","24"
"PE","alianca","1","24"
"PE","calcado","1","24"
"PE","sao joao","1","24"
"PE","siriji","1","24"
"PE","cha de alegria","1","24"
"PE","pombos","1","24"
"PE","santa terezinha","1","24"
"PE","agrestina","1","24"
"PE","passira","1","24"
"PE","quipapa","1","24"
"PE","quixada","1","24"
"PE","terra nova","1","24"
"PE","correntes","1","24"
"PE","vertentes","1","24"
"PI","teresina","281","1"
"PI","parnaiba","23","2"
"PI","picos","19","3"
"PI","floriano","18","4"
"PI","cocal","8","5"
"PI","sao raimundo nonato","7","6"
"PI","campo maior","7","6"
"PI","piripiri","7","6"
"PI","regeneracao","6","7"
"PI","sao joao do piaui","6","7"
"PI","oeiras","6","7"
"PI","altos","5","8"
"PI","valenca do piaui","4","9"
"PI","urucui","4","9"
"PI","esperantina","4","9"
"PI","eliseu martins","4","9"
"PI","corrente","4","9"
"PI","bom jesus","4","9"
"PI","guadalupe","4","9"
"PI","paulistana","3","10"
"PI","fronteiras","3","10"
"PI","jose de freitas","3","10"
"PI","luzilandia","3","10"
"PI","barras","3","10"
"PI","sao miguel do tapuio","3","10"
"PI","castelo do piaui","2","11"
"PI","buriti dos lopes","2","11"
"PI","pedro ii","2","11"
"PI","avelino lopes","2","11"
"PI","itaueira","2","11"
"PI","pimenteiras","2","11"
"PI","piracuruca","2","11"
"PI","novo oriente do piaui","2","11"
"PI","agua branca","2","11"
"PI","uniao","1","12"
"PI","amarante","1","12"
"PI","sebastiao leal","1","12"
"PI","sao jose do piaui","1","12"
"PI","caldeirao grande do piaui","1","12"
"PI","nova santa rita","1","12"
"PI","sao lourenco do piaui","1","12"
"PI","simplicio mendes","1","12"
"PI","gilbues","1","12"
"PI","isaias coelho","1","12"
"PI","varzea grande","1","12"
"PI","canto do buriti","1","12"
"PI","demerval lobao","1","12"
"PI","matias olimpio","1","12"
"PI","angical do piaui","1","12"
"PI","francisco santos","1","12"
"PI","ilha grande","1","12"
"PI","lagoinha do piaui","1","12"
"PI","lagoa de sao francisco","1","12"
"PI","campo grande do piaui","1","12"
"PI","bertolinia","1","12"
"PI","joaquim pires","1","12"
"PI","santa cruz do piaui","1","12"
"PI","inhuma","1","12"
"PI","baixa grande do ribeiro","1","12"
"PI","bocaina","1","12"
"PI","caxingo","1","12"
"PI","conceicao do caninde","1","12"
"PI","redencao do gurgueia","1","12"
"PI","alvorada do gurgueia","1","12"
"PI","campo alegre do fidalgo","1","12"
"PI","marcos parente","1","12"
"PI","sao jose do divino","1","12"
"PI","pio ix","1","12"
"PI","lagoa do piaui","1","12"
"PI","alegrete do piaui","1","12"
"PI","rio grande do piaui","1","12"
"PI","luis correia","1","12"
"PR","curitiba","1521","1"
"PR","londrina","306","2"
"PR","maringa","271","3"
"PR","cascavel","148","4"
"PR","ponta grossa","143","5"
"PR","sao jose dos pinhais","133","6"
"PR","foz do iguacu","87","7"
"PR","toledo","71","8"
"PR","pinhais","69","9"
"PR","guarapuava","65","10"
"PR","colombo","62","11"
"PR","paranagua","60","12"
"PR","campo mourao","56","13"
"PR","araucaria","54","14"
"PR","pato branco","53","15"
"PR","apucarana","52","16"
"PR","francisco beltrao","52","16"
"PR","paranavai","47","17"
"PR","umuarama","41","18"
"PR","cianorte","39","19"
"PR","campo largo","37","20"
"PR","telemaco borba","35","21"
"PR","arapongas","35","21"
"PR","almirante tamandare","35","21"
"PR","marechal candido rondon","31","22"
"PR","fazenda rio grande","29","23"
"PR","uniao da vitoria","29","23"
"PR","dois vizinhos","28","24"
"PR","rolandia","27","25"
"PR","matinhos","27","25"
"PR","cambe","27","25"
"PR","cornelio procopio","24","26"
"PR","medianeira","23","27"
"PR","irati","22","28"
"PR","castro","22","28"
"PR","laranjeiras do sul","20","29"
"PR","sarandi","19","30"
"PR","palmas","19","30"
"PR","jaguariaiva","19","30"
"PR","mandaguari","18","31"
"PR","quatro barras","18","31"
"PR","jacarezinho","17","32"
"PR","marialva","16","33"
"PR","sao mateus do sul","15","34"
"PR","rio negro","15","34"
"PR","lapa","15","34"
"PR","piraquara","14","35"
"PR","loanda","13","36"
"PR","cafelandia","13","36"
"PR","bandeirantes","13","36"
"PR","palmeira","13","36"
"PR","ibipora","12","37"
"PR","assis chateaubriand","12","37"
"PR","santo antonio da platina","12","37"
"PR","goioere","11","38"
"PR","ibaiti","11","38"
"PR","coronel vivida","11","38"
"PR","sao joao","11","38"
"PR","andira","11","38"
"PR","campina grande do sul","10","39"
"PR","cambara","10","39"
"PR","porecatu","10","39"
"PR","sao miguel do iguacu","10","39"
"PR","paicandu","10","39"
"PR","palotina","10","39"
"PR","antonina","10","39"
"PR","nova londrina","9","40"
"PR","santa helena","9","40"
"PR","guaratuba","9","40"
"PR","capanema","9","40"
"PR","arapoti","9","40"
"PR","ampere","9","40"
"PR","siqueira campos","9","40"
"PR","mangueirinha","9","40"
"PR","faxinal","9","40"
"PR","ortigueira","8","41"
"PR","mambore","8","41"
"PR","imbituva","8","41"
"PR","quedas do iguacu","8","41"
"PR","pinhao","8","41"
"PR","jandaia do sul","8","41"
"PR","pontal do parana","8","41"
"PR","nova esperanca","8","41"
"PR","ceu azul","7","42"
"PR","astorga","7","42"
"PR","primeiro de maio","7","42"
"PR","guaira","7","42"
"PR","missal","7","42"
"PR","prudentopolis","7","42"
"PR","cruzeiro do oeste","7","42"
"PR","pinhalao","7","42"
"PR","ivaipora","7","42"
"PR","pirai do sul","7","42"
"PR","ubirata","7","42"
"PR","terra rica","7","42"
"PR","marmeleiro","7","42"
"PR","colorado","6","43"
"PR","realeza","6","43"
"PR","itapejara d'oeste","6","43"
"PR","nova prata do iguacu","6","43"
"PR","assai","6","43"
"PR","mallet","6","43"
"PR","itaipulandia","6","43"
"PR","reboucas","6","43"
"PR","carlopolis","6","43"
"PR","rio branco do sul","6","43"
"PR","diamante do norte","5","44"
"PR","senges","5","44"
"PR","floresta","5","44"
"PR","ribeirao claro","5","44"
"PR","inacio martins","5","44"
"PR","mandaguacu","5","44"
"PR","ribeirao do pinhal","5","44"
"PR","santa fe","5","44"
"PR","colonia vitoria","5","44"
"PR","peabiru","5","44"
"PR","guaraniacu","5","44"
"PR","rio azul","5","44"
"PR","capitao leonidas marques","5","44"
"PR","japura","5","44"
"PR","quatigua","5","44"
"PR","paulo frontin","5","44"
"PR","cidade gaucha","5","44"
"PR","bituruna","5","44"
"PR","general carneiro","5","44"
"PR","pien","4","45"
"PR","nova fatima","4","45"
"PR","sertanopolis","4","45"
"PR","planalto","4","45"
"PR","jesuitas","4","45"
"PR","manoel ribas","4","45"
"PR","indianopolis","4","45"
"PR","curiuva","4","45"
"PR","boa vista da aparecida","4","45"
"PR","itaperucu","4","45"
"PR","terra roxa","4","45"
"PR","santa cruz de monte castelo","4","45"
"PR","tibagi","4","45"
"PR","figueira","4","45"
"PR","salto do lontra","4","45"
"PR","nova santa rosa","4","45"
"PR","cerro azul","4","45"
"PR","santa mariana","4","45"
"PR","candido de abreu","4","45"
"PR","renascenca","4","45"
"PR","araruna","4","45"
"PR","centenario do sul","4","45"
"PR","chopinzinho","4","45"
"PR","munhoz de melo","4","45"
"PR","terra boa","4","45"
"PR","rio bonito do iguacu","4","45"
"PR","morretes","4","45"
"PR","eneas marques","4","45"
"PR","saudade do iguacu","4","45"
"PR","vera cruz do oeste","3","46"
"PR","carambei","3","46"
"PR","japira","3","46"
"PR","bela vista do paraiso","3","46"
"PR","cruz machado","3","46"
"PR","urai","3","46"
"PR","salgado filho","3","46"
"PR","moreira sales","3","46"
"PR","areia branca dos assis","3","46"
"PR","reserva","3","46"
"PR","ipiranga","3","46"
"PR","corbelia","3","46"
"PR","entre rios do oeste","3","46"
"PR","barbosa ferraz","3","46"
"PR","nova aurora","3","46"
"PR","quinta do sol","3","46"
"PR","santo antonio do sudoeste","3","46"
"PR","abatia","3","46"
"PR","ivate","3","46"
"PR","cafeara","3","46"
"PR","pitanga","3","46"
"PR","joaquim tavora","3","46"
"PR","nova cantu","3","46"
"PR","lobato","3","46"
"PR","florestopolis","3","46"
"PR","angulo","3","46"
"PR","sao joao do triunfo","3","46"
"PR","ventania","3","46"
"PR","maripa","3","46"
"PR","santa tereza do oeste","3","46"
"PR","campina da lagoa","3","46"
"PR","tomazina","3","46"
"PR","santa terezinha de itaipu","3","46"
"PR","colonia castrolanda","3","46"
"PR","santa isabel do ivai","3","46"
"PR","paranacity","3","46"
"PR","paraiso do norte","3","46"
"PR","sao pedro do ivai","3","46"
"PR","clevelandia","3","46"
"PR","jundiai do sul","3","46"
"PR","vere","3","46"
"PR","altonia","3","46"
"PR","janiopolis","3","46"
"PR","ivai","2","47"
"PR","tamarana","2","47"
"PR","pato bragado","2","47"
"PR","jardim alegre","2","47"
"PR","xambre","2","47"
"PR","lindoeste","2","47"
"PR","grandes rios","2","47"
"PR","guaraci","2","47"
"PR","luiziana","2","47"
"PR","tunas do parana","2","47"
"PR","ipora","2","47"
"PR","roncador","2","47"
"PR","nossa senhora das gracas","2","47"
"PR","amapora","2","47"
"PR","sapopema","2","47"
"PR","juranda","2","47"
"PR","bocaiuva do sul","2","47"
"PR","santa monica","2","47"
"PR","iguaracu","2","47"
"PR","rondon","2","47"
"PR","matelandia","2","47"
"PR","imbau","2","47"
"PR","alto alegre","2","47"
"PR","florai","2","47"
"PR","perola d'oeste","2","47"
"PR","itambaraca","2","47"
"PR","quitandinha","2","47"
"PR","cambira","2","47"
"PR","engenheiro beltrao","2","47"
"PR","cantagalo","2","47"
"PR","colonia jordaozinho","2","47"
"PR","jaboti","2","47"
"PR","serranopolis do iguacu","2","47"
"PR","lupionopolis","2","47"
"PR","mariluz","2","47"
"PR","palmeirinha","2","47"
"PR","porto amazonas","2","47"
"PR","california","2","47"
"PR","maua da serra","2","47"
"PR","turvo","2","47"
"PR","inaja","2","47"
"PR","vila nova","2","47"
"PR","flor da serra do sul","2","47"
"PR","perola","2","47"
"PR","tapejara","2","47"
"PR","santa izabel do oeste","2","47"
"PR","espigao alto do iguacu","2","47"
"PR","teixeira soares","2","47"
"PR","alto alegre do iguacu","2","47"
"PR","sao jorge do patrocinio","2","47"
"PR","congonhinhas","2","47"
"PR","rancho alegre","2","47"
"PR","kalore","2","47"
"PR","sao joao do ivai","2","47"
"PR","sao tome","2","47"
"PR","alto parana","2","47"
"PR","lunardelli","2","47"
"PR","mercedes","2","47"
"PR","altamira do parana","2","47"
"PR","mandirituba","2","47"
"PR","itaguaje","2","47"
"PR","wenceslau braz","2","47"
"PR","borrazopolis","2","47"
"PR","sulina","1","48"
"PR","florida","1","48"
"PR","sao jorge d'oeste","1","48"
"PR","mariental","1","48"
"PR","nova santa barbara","1","48"
"PR","leopolis","1","48"
"PR","rio verde","1","48"
"PR","santo inacio","1","48"
"PR","marilena","1","48"
"PR","campo magro","1","48"
"PR","boa esperanca","1","48"
"PR","santa lucia","1","48"
"PR","tamboara","1","48"
"PR","mariopolis","1","48"
"PR","nova laranjeiras","1","48"
"PR","icaraima","1","48"
"PR","serra dos dourados","1","48"
"PR","jardim olinda","1","48"
"PR","farol","1","48"
"PR","santa amelia","1","48"
"PR","guaraquecaba","1","48"
"PR","palmital","1","48"
"PR","balsa nova","1","48"
"PR","sao carlos do ivai","1","48"
"PR","guapirama","1","48"
"PR","pirapo","1","48"
"PR","alto piquiri","1","48"
"PR","quatro pontes","1","48"
"PR","querencia do norte","1","48"
"PR","santana","1","48"
"PR","jaguapita","1","48"
"PR","salto do itarare","1","48"
"PR","fenix","1","48"
"PR","tupassi","1","48"
"PR","bom jesus do sul","1","48"
"PR","cruzeiro do iguacu","1","48"
"PR","guamiranga","1","48"
"PR","ouro verde do oeste","1","48"
"PR","adhemar de barros","1","48"
"PR","vila reis","1","48"
"PR","nova america da colina","1","48"
"PR","alto sao joao","1","48"
"PR","sao clemente","1","48"
"PR","vitorino","1","48"
"PR","alto paraiso","1","48"
"PR","sao miguel do cambui","1","48"
"PR","campo do tenente","1","48"
"PR","nova esperanca do sudoeste","1","48"
"PR","perola independente","1","48"
"PR","formosa do oeste","1","48"
"PR","corumbatai do sul","1","48"
"PR","sao pedro do iguacu","1","48"
"PR","adrianopolis","1","48"
"PR","coronel domingos soares","1","48"
"PR","santo antonio do caiua","1","48"
"PR","barra do jacare","1","48"
"PR","paranapoema","1","48"
"PR","sao jose da boa vista","1","48"
"PR","sao jorge do ivai","1","48"
"PR","foz do jordao","1","48"
"PR","paula freitas","1","48"
"PR","guairaca","1","48"
"PR","perobal","1","48"
"PR","diamante d'oeste","1","48"
"PR","marilandia do sul","1","48"
"PR","ilha dos valadares","1","48"
"PR","laranjal","1","48"
"PR","itambe","1","48"
"PR","boa esperanca do iguacu","1","48"
"PR","barracao","1","48"
"PR","alexandra","1","48"
"PR","jussara","1","48"
"PR","santa cecilia do pavao","1","48"
"PR","bom sucesso","1","48"
"PR","pranchita","1","48"
"PR","mato rico","1","48"
"PR","doutor ulysses","1","48"
"PR","doutor camargo","1","48"
"PR","sao jorge do oeste","1","48"
"PR","vitoria","1","48"
"PR","manfrinopolis","1","48"
"PR","campo bonito","1","48"
"PR","ibema","1","48"
"PR","ourizona","1","48"
"PR","planaltina do parana","1","48"
"PR","rosario do ivai","1","48"
"PR","santana do itarare","1","48"
"PR","jataizinho","1","48"
"PR","rancho alegre d'oeste","1","48"
"PR","novo itacolomi","1","48"
"PR","godoy moreira","1","48"
"PR","iguatu","1","48"
"PR","sao sebastiao da amoreira","1","48"
"PR","douradina","1","48"
"PR","sede alvorada","1","48"
"PR","doce grande","1","48"
"PR","contenda","1","48"
"PR","reserva do iguacu","1","48"
"PR","conselheiro mairinck","1","48"
"PR","sabaudia","1","48"
"PR","santa margarida","1","48"
"PR","candoi","1","48"
"PR","porto rico","1","48"
"PR","iretama","1","48"
"RJ","rio de janeiro","6882","1"
"RJ","niteroi","849","2"
"RJ","nova iguacu","442","3"
"RJ","sao goncalo","409","4"
"RJ","duque de caxias","266","5"
"RJ","petropolis","240","6"
"RJ","macae","239","7"
"RJ","campos dos goytacazes","238","8"
"RJ","volta redonda","232","9"
"RJ","nova friburgo","152","10"
"RJ","marica","139","11"
"RJ","rio das ostras","137","12"
"RJ","sao joao de meriti","134","13"
"RJ","barra mansa","123","14"
"RJ","teresopolis","120","15"
"RJ","resende","117","16"
"RJ","cabo frio","117","16"
"RJ","mage","111","17"
"RJ","belford roxo","111","17"
"RJ","nilopolis","107","18"
"RJ","angra dos reis","85","19"
"RJ","araruama","77","20"
"RJ","mesquita","75","21"
"RJ","itaborai","60","22"
"RJ","barra do pirai","54","23"
"RJ","queimados","54","23"
"RJ","itaguai","48","24"
"RJ","itaperuna","47","25"
"RJ","saquarema","47","25"
"RJ","sao pedro da aldeia","46","26"
"RJ","tres rios","40","27"
"RJ","vassouras","37","28"
"RJ","paracambi","35","29"
"RJ","japeri","34","30"
"RJ","seropedica","33","31"
"RJ","santo antonio de padua","32","32"
"RJ","arraial do cabo","29","33"
"RJ","armacao dos buzios","29","33"
"RJ","rio bonito","28","34"
"RJ","miguel pereira","28","34"
"RJ","valenca","28","34"
"RJ","cordeiro","24","35"
"RJ","guapimirim","23","36"
"RJ","sao fidelis","23","36"
"RJ","cachoeiras de macacu","21","37"
"RJ","bom jesus do itabapoana","21","37"
"RJ","casimiro de abreu","20","38"
"RJ","iguaba grande","19","39"
"RJ","miracema","19","39"
"RJ","paraty","19","39"
"RJ","itatiaia","18","40"
"RJ","paraiba do sul","18","40"
"RJ","cantagalo","17","41"
"RJ","pirai","16","42"
"RJ","itaocara","16","42"
"RJ","natividade","15","43"
"RJ","sao joao da barra","15","43"
"RJ","sao francisco de itabapoana","15","43"
"RJ","italva","14","44"
"RJ","pinheiral","14","44"
"RJ","bom jardim","14","44"
"RJ","conceicao de macabu","13","45"
"RJ","barra de sao joao","13","45"
"RJ","carmo","13","45"
"RJ","quissama","13","45"
"RJ","mangaratiba","13","45"
"RJ","paty do alferes","13","45"
"RJ","parati","13","45"
"RJ","aperibe","13","45"
"RJ","sao jose do vale do rio preto","12","46"
"RJ","mendes","12","46"
"RJ","goitacazes","11","47"
"RJ","sumidouro","10","48"
"RJ","papucaia","10","48"
"RJ","cambuci","8","49"
"RJ","porciuncula","8","49"
